route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,trip_bikes_allowed,bikes_allowed
862,746A1674,36231A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36232A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36233A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36234A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36235A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36236A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36237A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36238A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36239A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36240A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36241A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36242A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36243A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36244A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36245A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36246A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36247A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36248A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36249A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36250A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36251A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36252A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36253A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36254A746B1674,"","Journal Square",1,,2,0,0
862,746A1674,36255A746B1674,"","Journal Square",1,,2,0,0
862,745A1674,36332A745B1674,"","Newark",0,,3,0,0
862,745A1674,36333A745B1674,"","Newark",0,,3,0,0
862,745A1674,36334A745B1674,"","Newark",0,,3,0,0
862,745A1674,36335A745B1674,"","Newark",0,,3,0,0
862,745A1674,36336A745B1674,"","Newark",0,,3,0,0
862,745A1674,36337A745B1674,"","Newark",0,,3,0,0
862,745A1674,36338A745B1674,"","Newark",0,,3,0,0
862,745A1674,36339A745B1674,"","Newark",0,,3,0,0
862,745A1674,36340A745B1674,"","Newark",0,,3,0,0
862,745A1674,36341A745B1674,"","Newark",0,,3,0,0
862,745A1674,36342A745B1674,"","Newark",0,,3,0,0
862,745A1674,36343A745B1674,"","Newark",0,,3,0,0
862,745A1674,36344A745B1674,"","Newark",0,,3,0,0
862,745A1674,36345A745B1674,"","Newark",0,,3,0,0
862,745A1674,36346A745B1674,"","Newark",0,,3,0,0
862,745A1674,36347A745B1674,"","Newark",0,,3,0,0
862,745A1674,36348A745B1674,"","Newark",0,,3,0,0
862,745A1674,36349A745B1674,"","Newark",0,,3,0,0
862,745A1674,36350A745B1674,"","Newark",0,,3,0,0
862,745A1674,36351A745B1674,"","Newark",0,,3,0,0
862,745A1674,36352A745B1674,"","Newark",0,,3,0,0
862,745A1674,36353A745B1674,"","Newark",0,,3,0,0
862,745A1674,36354A745B1674,"","Newark",0,,3,0,0
862,745A1674,36355A745B1674,"","Newark",0,,3,0,0
862,745A1674,36356A745B1674,"","Newark",0,,3,0,0
862,745A1674,36357A745B1674,"","Newark",0,,3,0,0
862,745A1674,36358A745B1674,"","Newark",0,,3,0,0
862,745A1674,36359A745B1674,"","Newark",0,,3,0,0
862,745A1674,36360A745B1674,"","Newark",0,,3,0,0
862,745A1674,36361A745B1674,"","Newark",0,,3,0,0
862,745A1674,36362A745B1674,"","Newark",0,,3,0,0
862,745A1674,36363A745B1674,"","Newark",0,,3,0,0
862,745A1674,36364A745B1674,"","Newark",0,,3,0,0
862,745A1674,36365A745B1674,"","Newark",0,,3,0,0
862,745A1674,36366A745B1674,"","Newark",0,,3,0,0
862,745A1674,36367A745B1674,"","Newark",0,,3,0,0
862,745A1674,36368A745B1674,"","Newark",0,,3,0,0
862,745A1674,36369A745B1674,"","Newark",0,,3,0,0
862,745A1674,36370A745B1674,"","Newark",0,,3,0,0
862,745A1674,36371A745B1674,"","Newark",0,,3,0,0
862,745A1674,36372A745B1674,"","Newark",0,,3,0,0
862,745A1674,36373A745B1674,"","Newark",0,,3,0,0
862,745A1674,36374A745B1674,"","Newark",0,,3,0,0
862,745A1674,36375A745B1674,"","Newark",0,,3,0,0
862,745A1674,36376A745B1674,"","Newark",0,,3,0,0
862,745A1674,36377A745B1674,"","Newark",0,,3,0,0
862,745A1674,36378A745B1674,"","Newark",0,,3,0,0
862,745A1674,36379A745B1674,"","Newark",0,,3,0,0
862,745A1674,36380A745B1674,"","Newark",0,,3,0,0
862,745A1674,36381A745B1674,"","Newark",0,,3,0,0
862,745A1674,36382A745B1674,"","Newark",0,,3,0,0
862,745A1674,36383A745B1674,"","Newark",0,,3,0,0
862,745A1674,36384A745B1674,"","Newark",0,,3,0,0
862,745A1674,36385A745B1674,"","Newark",0,,3,0,0
862,745A1674,36386A745B1674,"","Newark",0,,3,0,0
862,745A1674,36387A745B1674,"","Newark",0,,3,0,0
862,745A1674,36388A745B1674,"","Newark",0,,3,0,0
862,745A1674,36389A745B1674,"","Newark",0,,3,0,0
862,745A1674,36390A745B1674,"","Newark",0,,3,0,0
862,745A1674,36391A745B1674,"","Newark",0,,3,0,0
862,745A1674,36392A745B1674,"","Newark",0,,3,0,0
862,745A1674,36393A745B1674,"","Newark",0,,3,0,0
862,745A1674,36394A745B1674,"","Newark",0,,3,0,0
862,745A1674,36395A745B1674,"","Newark",0,,3,0,0
862,745A1674,36396A745B1674,"","Newark",0,,3,0,0
862,745A1674,36397A745B1674,"","Newark",0,,3,0,0
862,745A1674,36398A745B1674,"","Newark",0,,3,0,0
862,745A1674,36399A745B1674,"","Newark",0,,3,0,0
862,745A1674,36400A745B1674,"","Newark",0,,3,0,0
862,745A1674,36401A745B1674,"","Newark",0,,3,0,0
862,745A1674,36402A745B1674,"","Newark",0,,3,0,0
862,745A1674,36403A745B1674,"","Newark",0,,3,0,0
862,745A1674,36404A745B1674,"","Newark",0,,3,0,0
862,745A1674,45349A745B1674,"","Newark",0,,3,0,0
862,745A1674,36406A745B1674,"","Newark",0,,3,0,0
862,745A1674,36407A745B1674,"","Newark",0,,3,0,0
862,745A1674,36408A745B1674,"","Newark",0,,3,0,0
862,745A1674,36409A745B1674,"","Newark",0,,3,0,0
862,746A1674,36410A746B1674,"","Newark",0,,3,0,0
862,746A1674,36411A746B1674,"","Newark",0,,3,0,0
862,746A1674,36412A746B1674,"","Newark",0,,3,0,0
862,746A1674,36413A746B1674,"","Newark",0,,3,0,0
862,746A1674,36414A746B1674,"","Newark",0,,3,0,0
862,746A1674,36415A746B1674,"","Newark",0,,3,0,0
862,746A1674,36416A746B1674,"","Newark",0,,3,0,0
862,746A1674,36417A746B1674,"","Newark",0,,3,0,0
862,746A1674,36418A746B1674,"","Newark",0,,3,0,0
862,746A1674,36419A746B1674,"","Newark",0,,3,0,0
862,746A1674,36420A746B1674,"","Newark",0,,3,0,0
862,746A1674,36421A746B1674,"","Newark",0,,3,0,0
862,746A1674,36422A746B1674,"","Newark",0,,3,0,0
862,746A1674,36423A746B1674,"","Newark",0,,3,0,0
862,746A1674,36424A746B1674,"","Newark",0,,3,0,0
862,746A1674,36425A746B1674,"","Newark",0,,3,0,0
862,746A1674,36426A746B1674,"","Newark",0,,3,0,0
862,746A1674,36427A746B1674,"","Newark",0,,3,0,0
862,746A1674,36428A746B1674,"","Newark",0,,3,0,0
862,746A1674,36429A746B1674,"","Newark",0,,3,0,0
862,746A1674,36430A746B1674,"","Newark",0,,3,0,0
862,746A1674,36431A746B1674,"","Newark",0,,3,0,0
862,746A1674,36432A746B1674,"","Newark",0,,3,0,0
862,746A1674,36433A746B1674,"","Newark",0,,3,0,0
862,746A1674,36434A746B1674,"","Newark",0,,3,0,0
862,746A1674,36435A746B1674,"","Newark",0,,3,0,0
862,746A1674,36436A746B1674,"","Newark",0,,3,0,0
862,746A1674,36437A746B1674,"","Newark",0,,3,0,0
862,746A1674,36438A746B1674,"","Newark",0,,3,0,0
862,746A1674,36439A746B1674,"","Newark",0,,3,0,0
862,746A1674,36440A746B1674,"","Newark",0,,3,0,0
862,746A1674,36441A746B1674,"","Newark",0,,3,0,0
862,746A1674,36442A746B1674,"","Newark",0,,3,0,0
862,746A1674,36443A746B1674,"","Newark",0,,3,0,0
862,746A1674,36444A746B1674,"","Newark",0,,3,0,0
862,746A1674,36445A746B1674,"","Newark",0,,3,0,0
862,746A1674,36446A746B1674,"","Newark",0,,3,0,0
862,746A1674,36447A746B1674,"","Newark",0,,3,0,0
862,746A1674,36448A746B1674,"","Newark",0,,3,0,0
862,746A1674,36449A746B1674,"","Newark",0,,3,0,0
862,746A1674,36450A746B1674,"","Newark",0,,3,0,0
862,746A1674,36451A746B1674,"","Newark",0,,3,0,0
862,746A1674,36452A746B1674,"","Newark",0,,3,0,0
862,746A1674,36453A746B1674,"","Newark",0,,3,0,0
862,746A1674,36454A746B1674,"","Newark",0,,3,0,0
862,746A1674,36455A746B1674,"","Newark",0,,3,0,0
862,746A1674,36456A746B1674,"","Newark",0,,3,0,0
862,746A1674,36457A746B1674,"","Newark",0,,3,0,0
862,746A1674,36458A746B1674,"","Newark",0,,3,0,0
862,746A1674,36459A746B1674,"","Newark",0,,3,0,0
862,746A1674,36460A746B1674,"","Newark",0,,3,0,0
862,746A1674,36461A746B1674,"","Newark",0,,3,0,0
862,746A1674,36462A746B1674,"","Newark",0,,3,0,0
862,746A1674,36463A746B1674,"","Newark",0,,3,0,0
862,746A1674,36464A746B1674,"","Newark",0,,3,0,0
862,746A1674,36465A746B1674,"","Newark",0,,3,0,0
859,744A1674,36852A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36851A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36850A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36849A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36848A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36847A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36846A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36845A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36844A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36843A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36842A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36841A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36840A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36839A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36838A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36837A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36836A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36835A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36834A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36833A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36832A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36831A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36830A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36829A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36828A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36827A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36826A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36825A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36824A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36823A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36822A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36821A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36820A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36819A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36818A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36817A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36816A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36815A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36814A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36813A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36812A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36811A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36810A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36809A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36808A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36807A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36806A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36805A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36804A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36803A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36802A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36801A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36800A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36799A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36798A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36797A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36796A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36795A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36794A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36793A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36792A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36791A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36790A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36789A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36788A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36787A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36786A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36785A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36784A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36783A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36782A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36781A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36780A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36779A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36778A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36777A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36776A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36775A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36774A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36773A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36772A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36771A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36770A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36769A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36768A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36767A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36766A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36765A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36764A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36763A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36762A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36761A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36760A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36759A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36758A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36757A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36756A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36755A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36754A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36753A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36752A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36751A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36750A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36749A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36748A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36747A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36746A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36745A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36744A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36743A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36742A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36741A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36740A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36739A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36738A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36737A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36736A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36735A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36734A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36733A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36732A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36731A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36730A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36729A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36728A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36727A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36726A744B1674,"","33rd Street",1,,4,0,0
859,744A1674,36597A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36598A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36599A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36600A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36601A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36602A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36603A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36604A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36605A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36606A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36607A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36608A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36609A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36610A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36611A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36612A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36613A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36614A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36615A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36616A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36617A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36618A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36619A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36620A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36621A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36622A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36623A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36624A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36625A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36626A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36627A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36628A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36629A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36630A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36631A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36632A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36633A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36634A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36635A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36636A744B1674,"","Hoboken",0,,5,0,0
859,744A1674,36637A744B1674,"","Hoboken",0,,5,0,0
